pos,joint,obb_center_x,obb_center_y,obb_center_z,obb_axis_x1,obb_axis_y1,obb_axis_z1,obb_axis_x2,obb_axis_y2,obb_axis_z2,obb_axis_x3,obb_axis_y3,obb_axis_z3,obb_half_length_x,obb_half_length_y,obb_half_length_z
13,10,5.9057,0.0036,0.4546,0.9998,0.0219,0.0000,-0.0219,0.9998,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
14,0,5.6090,0.0636,0.4400,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.2577,0.2263,0.1400
14,1,5.6170,0.0667,0.6052,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.1100,0.2168,0.3052
14,2,5.6943,0.0081,0.5173,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.1101,0.3070,0.2173
14,3,5.7207,-0.1680,0.5889,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.2836,0.2073,0.2889
14,4,5.8399,-0.2118,0.5062,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.2820,0.2947,0.2062
14,5,6.0043,-0.0712,0.6614,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.1112,0.2100,0.3614
14,6,6.0968,-0.0496,0.4265,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.1972,0.1336,0.1265
14,7,6.2055,-0.0387,0.4491,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.1624,0.1625,0.0548
14,8,6.2319,0.0051,0.4472,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.0831,0.2046,0.1050
14,9,6.2607,0.0721,0.4544,0.9997,0.0229,0.0000,-0.0229,0.9997,0.0000,0.0000,0.0000,1.0000,0.0210,0.0279,0.0569
